Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,A13: Area,B13: Area,C13: Area,D13: Area,E13: Area,F13: Area,G13: Area,H13: Area,I13: Area,J13: Area,K13: Area,L13: Area,M13: Area,N13: Area,O13: Area,Score A10,Coverage A10,# Peptides A10,# PSM A10,Score B10,Coverage B10,# Peptides B10,# PSM B10,Score C10,Coverage C10,# Peptides C10,# PSM C10,Score D10,Coverage D10,# Peptides D10,# PSM D10,Score E10,Coverage E10,# Peptides E10,# PSM E10,Score F10,Coverage F10,# Peptides F10,# PSM F10,Score G10,Coverage G10,# Peptides G10,# PSM G10,Score H10,Coverage H10,# Peptides H10,# PSM H10,Score I10,Coverage I10,# Peptides I10,# PSM I10,Score J10,Coverage J10,# Peptides J10,# PSM J10,Score K10,Coverage K10,# Peptides K10,# PSM K10,Score L10,Coverage L10,# Peptides L10,# PSM L10,Score M10,Coverage M10,# Peptides M10,# PSM M10,Score N10,Coverage N10,# Peptides N10,# PSM N10,Score O10,Coverage O10,# Peptides O10,# PSM O10,# AAs,MW [kDa],calc. pI
O95466,Formin-like protein 1 OS=Homo sapiens OX=9606 GN=FMNL1 PE=1 SV=3 - [FMNL1_HUMAN],2.09,2,2,2,5,0.000E0,0.000E0,3.817E6,0.000E0,0.000E0,2.261E6,0.000E0,0.000E0,2.074E6,0.000E0,0.000E0,1.582E6,0.000E0,0.000E0,0.000E0,,,,,,,,,3.57 ,2.09,2,2,,,,,,,,,2.72 ,1.27,1,1,,,,,,,,,3.19 ,1.27,1,1,,,,,,,,,0.00 ,1.27,1,1,,,,,,,,,,,,,1100,121.8,5.72
A2RU67,Protein FAM234B OS=Homo sapiens OX=9606 GN=FAM234B PE=1 SV=1 - [F234B_HUMAN],2.09,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.696E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,2.29 ,2.09,1,1,,,,,,,,,,,,,,,,,,,,,0.00 ,2.09,1,1,,,,,,,,,,,,,622,67.0,5.02
O95084,Serine protease 23 OS=Homo sapiens OX=9606 GN=PRSS23 PE=1 SV=1 - [PRS23_HUMAN],2.09,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,6.488E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,0.00 ,2.09,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,43.0,9.42
Q9H4Z2,Zinc finger protein 335 OS=Homo sapiens OX=9606 GN=ZNF335 PE=1 SV=1 - [ZN335_HUMAN],2.09,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.269E7,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,2.09,1,1,,,,,1342,144.8,6.42
Q8IW35,Centrosomal protein of 97 kDa OS=Homo sapiens OX=9606 GN=CEP97 PE=1 SV=1 - [CEP97_HUMAN],2.08,1,2,2,2,0.000E0,2.223E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.679E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,0.00 ,1.16,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,0.92,1,1,,,,,,,,,,,,,,,,,865,96.9,5.02
P23526,Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4 - [SAHH_HUMAN],2.08,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,8.474E5,0.000E0,0.000E0,0.000E0,1.322E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,2.07 ,2.08,1,1,,,,,,,,,,,,,2.29 ,2.08,1,1,,,,,,,,,,,,,,,,,,,,,432,47.7,6.34
Q5T3J3,Ligand-dependent nuclear receptor-interacting factor 1 OS=Homo sapiens OX=9606 GN=LRIF1 PE=1 SV=1 - [LRIF1_HUMAN],2.08,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,2.08,1,1,,,,,769,84.5,9.72
P05549,Transcription factor AP-2-alpha OS=Homo sapiens OX=9606 GN=TFAP2A PE=1 SV=1 - [AP2A_HUMAN],2.06,5,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,6.250E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93 ,2.06,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,48.0,8.02
Q3YEC7,Rab-like protein 6 OS=Homo sapiens OX=9606 GN=RABL6 PE=1 SV=2 - [RABL6_HUMAN],2.06,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.167E6,0.000E0,0.000E0,0.000E0,0.000E0,3.928E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61 ,2.06,1,1,,,,,,,,,,,,,,,,,0.00 ,2.06,1,1,,,,,729,79.5,5.22
Q9H1H9,Kinesin-like protein KIF13A OS=Homo sapiens OX=9606 GN=KIF13A PE=1 SV=2 - [KI13A_HUMAN],2.05,2,3,3,5,0.000E0,2.951E6,3.839E6,0.000E0,0.000E0,2.348E6,0.000E0,0.000E0,2.118E6,0.000E0,1.642E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,1.89 ,0.72,1,1,2.71 ,0.72,1,1,,,,,,,,,3.03 ,0.61,1,1,,,,,,,,,0.00 ,0.61,1,1,,,,,1.65 ,0.72,1,1,,,,,,,,,,,,,,,,,1805,202.2,5.60
Q9Y4B5,Microtubule cross-linking factor 1 OS=Homo sapiens OX=9606 GN=MTCL1 PE=1 SV=5 - [MTCL1_HUMAN],2.05,1,3,3,3,0.000E0,2.517E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,7.211E6,0.000E0,,,,,1.73 ,0.68,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08 ,1.36,2,2,,,,,1905,209.4,6.43
O60658,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A OS=Homo sapiens OX=9606 GN=PDE8A PE=1 SV=2 - [PDE8A_HUMAN]",2.05,1,1,1,2,0.000E0,0.000E0,1.500E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.656E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,0.00 ,2.05,1,1,,,,,,,,,,,,,,,,,,,,,0.00 ,2.05,1,1,,,,,,,,,,,,,,,,,,,,,,,,,829,93.2,6.11
Q8NG31,Kinetochore scaffold 1 OS=Homo sapiens OX=9606 GN=KNL1 PE=1 SV=3 - [KNL1_HUMAN],2.05,1,3,4,9,0.000E0,0.000E0,0.000E0,0.000E0,1.953E6,0.000E0,0.000E0,4.024E6,0.000E0,0.000E0,6.348E6,0.000E0,0.000E0,6.216E6,0.000E0,,,,,,,,,,,,,,,,,2.05 ,0.47,1,1,,,,,,,,,4.06 ,0.94,2,2,,,,,,,,,4.65 ,1.62,3,3,,,,,,,,,6.80 ,1.37,3,3,,,,,2342,265.2,5.47
Q9UMZ2,Synergin gamma OS=Homo sapiens OX=9606 GN=SYNRG PE=1 SV=2 - [SYNRG_HUMAN],2.05,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.029E7,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73 ,2.05,2,2,,,,,1314,140.6,5.03
Q6P1L5,Protein FAM117B OS=Homo sapiens OX=9606 GN=FAM117B PE=1 SV=2 - [F117B_HUMAN],2.04,1,1,1,3,0.000E0,3.455E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.994E6,0.000E0,0.000E0,1.917E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,1.77 ,2.04,1,1,,,,,,,,,,,,,,,,,,,,,1.74 ,2.04,1,1,,,,,,,,,0.00 ,2.04,1,1,,,,,,,,,,,,,,,,,589,61.9,9.82
O75197,Low-density lipoprotein receptor-related protein 5 OS=Homo sapiens OX=9606 GN=LRP5 PE=1 SV=2 - [LRP5_HUMAN],2.04,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.042E6,0.000E0,0.000E0,5.393E6,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21 ,0.68,1,1,,,,,,,,,0.00 ,1.36,1,1,,,,,,,,,,,,,1615,179.0,5.34
Q8N3D4,EH domain-binding protein 1-like protein 1 OS=Homo sapiens OX=9606 GN=EHBP1L1 PE=1 SV=2 - [EH1L1_HUMAN],2.04,1,2,2,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.797E6,0.000E0,0.000E0,1.891E6,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26 ,0.85,1,1,,,,,,,,,2.52 ,2.04,2,2,,,,,,,,,,,,,1523,161.8,4.83
Q6P996,Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PDXDC1 PE=1 SV=2 - [PDXD1_HUMAN],2.03,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,6.024E6,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85 ,2.03,1,1,,,,,,,,,1.68 ,2.03,1,1,,,,,,,,,,,,,788,86.7,5.38
Q9UQR1,Zinc finger protein 148 OS=Homo sapiens OX=9606 GN=ZNF148 PE=1 SV=2 - [ZN148_HUMAN],2.02,1,1,1,4,0.000E0,3.835E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.432E6,0.000E0,0.000E0,4.358E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,2.08 ,2.02,1,1,,,,,,,,,,,,,,,,,,,,,1.92 ,2.02,1,2,,,,,,,,,2.58 ,2.02,1,1,,,,,,,,,,,,,,,,,794,88.9,6.48
Q9NS91,E3 ubiquitin-protein ligase RAD18 OS=Homo sapiens OX=9606 GN=RAD18 PE=1 SV=2 - [RAD18_HUMAN],2.02,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,3.546E5,0.000E0,0.000E0,1.271E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,0.00 ,2.02,1,1,,,,,,,,,0.00 ,2.02,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,56.2,7.58
O15265,Ataxin-7 OS=Homo sapiens OX=9606 GN=ATXN7 PE=1 SV=1 - [ATX7_HUMAN],2.02,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.500E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,2.02,1,1,,,,,892,95.4,9.85
O60503,Adenylate cyclase type 9 OS=Homo sapiens OX=9606 GN=ADCY9 PE=1 SV=4 - [ADCY9_HUMAN],2.00,1,2,2,2,0.000E0,0.000E0,7.404E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.430E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,0.00 ,1.33,1,1,,,,,,,,,,,,,,,,,,,,,0.00 ,0.67,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1353,150.6,7.34
Q8NHQ9,ATP-dependent RNA helicase DDX55 OS=Homo sapiens OX=9606 GN=DDX55 PE=1 SV=3 - [DDX55_HUMAN],2.00,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.118E6,0.000E0,0.000E0,2.702E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75 ,2.00,1,1,,,,,,,,,3.70 ,2.00,1,1,,,,,,,,,,,,,,,,,600,68.5,9.25
Q8WXE0,Caskin-2 OS=Homo sapiens OX=9606 GN=CASKIN2 PE=1 SV=2 - [CSKI2_HUMAN],2.00,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.450E6,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,2.00,1,1,,,,,,,,,,,,,1202,126.7,7.09
Q5SSJ5,Heterochromatin protein 1-binding protein 3 OS=Homo sapiens OX=9606 GN=HP1BP3 PE=1 SV=1 - [HP1B3_HUMAN],1.99,1,1,1,1,0.000E0,1.765E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,1.81 ,1.99,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553,61.2,9.67
Q07065,Cytoskeleton-associated protein 4 OS=Homo sapiens OX=9606 GN=CKAP4 PE=1 SV=2 - [CKAP4_HUMAN],1.99,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.981E6,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32 ,1.99,1,1,,,,,,,,,,,,,602,66.0,5.92
Q06546,GA-binding protein alpha chain OS=Homo sapiens OX=9606 GN=GABPA PE=1 SV=1 - [GABPA_HUMAN],1.98,1,1,1,1,0.000E0,0.000E0,1.245E7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,0.00 ,1.98,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,51.3,4.97
P19827,Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3 - [ITIH1_HUMAN],1.98,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.824E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,1.98,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911,101.3,6.79
Q8N3X1,Formin-binding protein 4 OS=Homo sapiens OX=9606 GN=FNBP4 PE=1 SV=3 - [FNBP4_HUMAN],1.97,1,1,1,4,0.000E0,5.909E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.504E6,0.000E0,0.000E0,4.819E6,0.000E0,0.000E0,1.482E7,0.000E0,,,,,2.87 ,1.97,1,1,,,,,,,,,,,,,,,,,,,,,2.69 ,1.97,1,1,,,,,,,,,1.82 ,1.97,1,1,,,,,,,,,0.00 ,1.97,1,1,,,,,1017,110.2,4.74
Q5VV41,Rho guanine nucleotide exchange factor 16 OS=Homo sapiens OX=9606 GN=ARHGEF16 PE=1 SV=1 - [ARHGG_HUMAN],1.97,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.282E7,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90 ,1.97,1,1,,,,,709,80.1,7.36
Q99755,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS=Homo sapiens OX=9606 GN=PIP5K1A PE=1 SV=1 - [PI51A_HUMAN],1.96,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.163E6,0.000E0,0.000E0,2.239E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,2.07 ,1.96,1,1,,,,,,,,,2.06 ,1.96,1,1,,,,,,,,,,,,,,,,,,,,,,,,,562,62.6,8.21
O60832,H/ACA ribonucleoprotein complex subunit 4 OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=3 - [DKC1_HUMAN],1.95,1,1,1,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.064E6,0.000E0,4.336E6,0.000E0,0.000E0,3.834E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,2.22 ,1.95,1,1,,,,,0.00 ,1.95,1,1,,,,,,,,,2.59 ,1.95,1,1,,,,,,,,,,,,,,,,,514,57.6,9.42
P38919,Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4 - [IF4A3_HUMAN],1.95,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.629E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61 ,1.95,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,46.8,6.73
P42892,Endothelin-converting enzyme 1 OS=Homo sapiens OX=9606 GN=ECE1 PE=1 SV=2 - [ECE1_HUMAN],1.95,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.490E6,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25 ,1.95,2,2,,,,,,,,,,,,,770,87.1,5.88
Q96ME7,Zinc finger protein 512 OS=Homo sapiens OX=9606 GN=ZNF512 PE=1 SV=2 - [ZN512_HUMAN],1.94,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.396E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,1.94,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,64.6,9.76
O75815,Breast cancer anti-estrogen resistance protein 3 OS=Homo sapiens OX=9606 GN=BCAR3 PE=1 SV=1 - [BCAR3_HUMAN],1.94,3,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,6.880E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,1.94,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825,92.5,7.96
Q9NRA8,Eukaryotic translation initiation factor 4E transporter OS=Homo sapiens OX=9606 GN=EIF4ENIF1 PE=1 SV=2 - [4ET_HUMAN],1.93,1,2,2,2,0.000E0,1.022E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.821E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,1.76 ,0.91,1,1,,,,,,,,,,,,,,,,,,,,,2.24 ,1.02,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985,108.1,8.32
P78368,Casein kinase I isoform gamma-2 OS=Homo sapiens OX=9606 GN=CSNK1G2 PE=1 SV=1 - [KC1G2_HUMAN],1.93,3,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.707E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,1.93,1,1,,,,,,,,,,,,,,,,,,,,,,,,,415,47.4,9.06
P49848,Transcription initiation factor TFIID subunit 6 OS=Homo sapiens OX=9606 GN=TAF6 PE=1 SV=1 - [TAF6_HUMAN],1.92,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.204E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,1.92,1,1,,,,,677,72.6,8.60
P13010,X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3 - [XRCC5_HUMAN],1.91,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,1.135E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.806E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,0.00 ,1.91,1,1,,,,,,,,,,,,,,,,,,,,,2.31 ,1.91,1,1,,,,,,,,,,,,,,,,,732,82.7,5.81
Q5T2T1,MAGUK p55 subfamily member 7 OS=Homo sapiens OX=9606 GN=MPP7 PE=1 SV=1 - [MPP7_HUMAN],1.91,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,9.100E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96 ,1.91,1,1,,,,,,,,,,,,,,,,,,,,,,,,,576,65.5,7.14
P78347,General transcription factor II-I OS=Homo sapiens OX=9606 GN=GTF2I PE=1 SV=2 - [GTF2I_HUMAN],1.90,1,2,2,4,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.549E6,0.000E0,0.000E0,4.954E6,0.000E0,0.000E0,7.324E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18 ,0.80,1,1,,,,,,,,,0.00 ,0.80,1,1,,,,,,,,,1.75 ,1.90,2,2,,,,,998,112.3,6.39
Q8ND82,Zinc finger protein 280C OS=Homo sapiens OX=9606 GN=ZNF280C PE=1 SV=1 - [Z280C_HUMAN],1.90,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.589E6,0.000E0,0.000E0,2.992E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,1.90,1,1,,,,,,,,,1.85 ,1.90,1,1,,,,,,,,,,,,,,,,,737,83.0,9.11
O75886,Signal transducing adapter molecule 2 OS=Homo sapiens OX=9606 GN=STAM2 PE=1 SV=1 - [STAM2_HUMAN],1.90,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,1.90,1,1,,,,,,,,,,,,,,,,,,,,,,,,,525,58.1,5.07
Q5T749,Keratinocyte proline-rich protein OS=Homo sapiens OX=9606 GN=KPRP PE=1 SV=1 - [KPRP_HUMAN],1.90,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.741E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,1.90,1,1,,,,,,,,,,,,,,,,,,,,,579,64.1,8.27
Q14258,E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=2 - [TRI25_HUMAN],1.90,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,8.111E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84 ,1.90,1,1,,,,,630,70.9,8.09
Q8IZE3,Protein-associating with the carboxyl-terminal domain of ezrin OS=Homo sapiens OX=9606 GN=SCYL3 PE=1 SV=3 - [PACE1_HUMAN],1.89,1,1,1,3,0.000E0,0.000E0,3.523E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.096E6,0.000E0,0.000E0,3.256E6,0.000E0,0.000E0,0.000E0,,,,,,,,,0.00 ,1.89,1,1,,,,,,,,,,,,,,,,,,,,,0.00 ,1.89,1,1,,,,,,,,,1.65 ,1.89,1,1,,,,,,,,,,,,,742,82.8,5.05
Q9ULJ7,Ankyrin repeat domain-containing protein 50 OS=Homo sapiens OX=9606 GN=ANKRD50 PE=1 SV=4 - [ANR50_HUMAN],1.89,1,3,3,3,0.000E0,0.000E0,3.168E7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.287E6,0.000E0,0.000E0,8.601E6,0.000E0,0.000E0,0.000E0,,,,,,,,,2.52 ,0.84,1,1,,,,,,,,,,,,,,,,,,,,,1.78 ,0.56,1,1,,,,,,,,,0.00 ,0.49,1,1,,,,,,,,,,,,,1429,155.8,6.60
Q14498,RNA-binding protein 39 OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=2 - [RBM39_HUMAN],1.89,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.068E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01 ,1.89,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,59.3,10.10
Q9H501,ESF1 homolog OS=Homo sapiens OX=9606 GN=ESF1 PE=1 SV=1 - [ESF1_HUMAN],1.88,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,6.653E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81 ,1.88,1,1,,,,,851,98.7,5.11
Q3SXY8,ADP-ribosylation factor-like protein 13B OS=Homo sapiens OX=9606 GN=ARL13B PE=1 SV=1 - [AR13B_HUMAN],1.87,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.183E6,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,1.87,1,1,,,,,,,,,,,,,428,48.6,6.62
