Visible?,Starred?,Identified Proteins (2330),Accession Number,Alternate ID,Molecular Weight,Protein Grouping Ambiguity,T-Test (p-value): (p < 0.05),Fold Change by Category,Quantitative Profile,Taxonomy,A13: Area,B13: Area,C13: Area,D13: Area,E13: Area,F13: Area,G13: Area,H13: Area,I13: Area,J13: Area,K13: Area,L13: Area,M13: Area,N13: Area,O13: Area
TRUE,Empty,Neurogenic locus notch homolog protein 2 OS=Homo sapiens OX=9606 GN=NOTCH2 PE=1 SV=3,Q04721,NOTCH2,265 kDa,,0.24,0,[],unknown,2.04E+08,1.95E+07,2.31E+07,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,Empty,Solute carrier family 12 member 3 OS=Homo sapiens OX=9606 GN=SLC12A3 PE=1 SV=3,P55017,SLC12A3,113 kDa,,1,INF,[],unknown,0,0,0,0,0,0,0,0,0,0,6.50E+07,0,5.47E+07,8.13E+07,2.29E+07
TRUE,Empty,Vesicle-associated membrane protein 3 OS=Homo sapiens OX=9606 GN=VAMP3 PE=1 SV=3,Q15836,VAMP3,11 kDa,,0.22,1.9,[],unknown,0,3.56E+07,3.35E+07,0,3.57E+07,6.12E+07,0,4.66E+07,3.84E+07,4.76E+07,3.83E+07,0,3.54E+07,3.74E+07,4.59E+07
TRUE,Empty,Dephospho-CoA kinase domain-containing protein OS=Homo sapiens OX=9606 GN=DCAKD PE=1 SV=1,Q8WVC6,DCAKD,27 kDa,,0.0053,0.1,"1st high, 2nd low",unknown,3.12E+07,1.86E+07,2.78E+07,5.46E+07,1.97E+07,1.54E+07,0,0,0,0,4.32E+07,3.76E+07,4.43E+07,1.93E+07,2.77E+07
TRUE,Empty,Protein HEXIM1 OS=Homo sapiens OX=9606 GN=HEXIM1 PE=1 SV=1,O94992,HEXIM1,41 kDa,,0.39,1.6,[],unknown,0,3.50E+07,1.91E+07,0,4.84E+07,0,2.60E+07,5.01E+07,4.15E+07,4.57E+07,0,7.45E+07,4.87E+07,3.33E+07,3.68E+07
TRUE,Empty,Golgi pH regulator A OS=Homo sapiens OX=9606 GN=GPR89A PE=1 SV=2,B7ZAQ6,GPR89A,53 kDa,,0.047,0.2,"1st high, 2nd low",unknown,6.53E+07,4.56E+07,1.11E+08,0,5.53E+07,0,2.19E+07,3.19E+07,0,0,0,3.95E+07,5.59E+07,6.59E+07,0
TRUE,Empty,Ras-related protein Rab-9A OS=Homo sapiens OX=9606 GN=RAB9A PE=1 SV=1,P51151,RAB9A,23 kDa,,0.61,1.5,[],unknown,0,5.32E+07,0,0,6.15E+07,5.73E+07,0,6.66E+07,0,4.39E+07,7.14E+07,6.95E+07,8.39E+07,2.55E+08,6.49E+07
TRUE,Empty,Methylosome subunit pICln OS=Homo sapiens OX=9606 GN=CLNS1A PE=1 SV=1,P54105,CLNS1A,26 kDa,,0.12,3.8,[],unknown,0,7.49E+07,0,0,5.76E+07,2.04E+08,0,1.66E+08,8.69E+07,4.05E+07,9504800,5.38E+07,0,6.39E+07,9.28E+07
TRUE,Empty,High mobility group protein B3 OS=Homo sapiens OX=9606 GN=HMGB3 PE=1 SV=4,O15347,HMGB3,23 kDa,,0.34,0.4,[],unknown,7.83E+07,2.22E+07,0,1.18E+08,0,7.68E+07,0,0,0,0,4.81E+07,1.92E+08,1.39E+08,1.21E+08,5.61E+07
TRUE,Empty,Oxidoreductase HTATIP2 OS=Homo sapiens OX=9606 GN=HTATIP2 PE=1 SV=2,Q9BUP3,HTATIP2,27 kDa,,0.49,1.6,[],unknown,0,4.74E+07,0,0,1.15E+08,5.55E+07,0,5.59E+07,6.83E+07,7.81E+07,8.15E+07,4.04E+07,1.20E+08,0,0
TRUE,Empty,Pre-mRNA-splicing factor SLU7 OS=Homo sapiens OX=9606 GN=SLU7 PE=1 SV=2,O95391,SLU7,68 kDa,,0.093,0,[],unknown,4.33E+07,0,8.36E+07,2.22E+07,0,0,0,0,0,0,0,2.24E+07,0,0,2.49E+07
TRUE,Empty,Cleavage and polyadenylation specificity factor subunit 3 OS=Homo sapiens OX=9606 GN=CPSF3 PE=1 SV=1,Q9UKF6,CPSF3,77 kDa,,0.29,2.6,[],unknown,0,2.76E+07,0,0,1.53E+07,5.77E+07,0,0,2.27E+07,3.22E+07,2.16E+07,1.68E+07,2.18E+07,1.72E+07,0
TRUE,Empty,Solute carrier family 35 member E1 OS=Homo sapiens OX=9606 GN=SLC35E1 PE=1 SV=2,Q96K37,SLC35E1,45 kDa,,0.055,0.1,[],unknown,2.02E+07,2.11E+07,9423200,0,4.40E+07,0,0,9428100,0,0,0,1.55E+07,3.78E+07,1.40E+07,2.64E+07
TRUE,Empty,Selenocysteine-specific elongation factor OS=Homo sapiens OX=9606 GN=EEFSEC PE=1 SV=4,P57772,EEFSEC,65 kDa,,0.15,0.3,[],unknown,4.92E+07,0,4.75E+07,4.81E+07,0,0,0,0,1.14E+07,2.83E+07,0,6.65E+07,1.68E+08,1.39E+08,7.88E+07
TRUE,Empty,Dihydropteridine reductase OS=Homo sapiens OX=9606 GN=QDPR PE=1 SV=2,P09417,QDPR,26 kDa,,0.36,0.04,[],unknown,0,0,0,1.52E+09,0,2.41E+07,8065400,0,2.18E+07,0,5.28E+07,2.60E+07,2.93E+07,0,6.22E+07
TRUE,Empty,Zinc transporter ZIP10 OS=Homo sapiens OX=9606 GN=SLC39A10 PE=1 SV=2,Q9ULF5,SLC39A10,94 kDa,,0.42,2.1,[],unknown,3.50E+07,3.64E+07,0,0,1.59E+07,3.68E+07,0,1.17E+08,3.12E+07,0,0,0,0,1.58E+07,2.06E+07
TRUE,Empty,"3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HIBADH PE=1 SV=2",P31937,HIBADH,35 kDa,,0.52,0.3,[],unknown,0,0,0,0,1.78E+07,2138500,0,0,3484900,0,4.28E+07,0,2.85E+07,2.43E+07,4.53E+07
TRUE,Empty,DCN1-like protein 1 OS=Homo sapiens OX=9606 GN=DCUN1D1 PE=1 SV=1,Q96GG9,DCUN1D1,30 kDa,,0.2,3.3,[],unknown,0,0,0,2.51E+07,4.07E+07,2.09E+07,0,1.15E+08,4.72E+07,3.11E+07,0,0,0,0,0
TRUE,Empty,F-box-like/WD repeat-containing protein TBL1XR1 OS=Homo sapiens OX=9606 GN=TBL1XR1 PE=1 SV=1,Q9BZK7,TBL1XR1,56 kDa,TRUE,0.18,2.2,[],unknown,3.10E+07,5.06E+07,0,0,4.07E+07,0,4.76E+07,1.05E+08,4.13E+07,7.81E+07,0,0,0,0,0
TRUE,Empty,Protein XRP2 OS=Homo sapiens OX=9606 GN=RP2 PE=1 SV=4,O75695,RP2,40 kDa,,0.14,0,[],unknown,0,0,2.13E+07,0,1.99E+07,0,0,0,0,0,0,3.29E+07,0,4.15E+07,2.97E+07
TRUE,Empty,Trimeric intracellular cation channel type B OS=Homo sapiens OX=9606 GN=TMEM38B PE=1 SV=1,Q9NVV0,TMEM38B,33 kDa,,0.7,0.7,[],unknown,1.93E+07,0,2.60E+07,0,9.73E+07,0,0,2.39E+07,4.24E+07,3.63E+07,0,0,3.48E+07,2.54E+07,0
TRUE,Empty,Adenylyltransferase and sulfurtransferase MOCS3 OS=Homo sapiens OX=9606 GN=MOCS3 PE=1 SV=1,O95396,MOCS3,50 kDa,,0.14,0,[],unknown,0,0,1.72E+07,0,2.01E+07,0,0,0,0,0,0,3.46E+07,0,1.96E+07,0
TRUE,Empty,Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PPP6R3 PE=1 SV=2,Q5H9R7,PPP6R3,98 kDa,,0.14,4.7,[],unknown,0,0,0,0,1.68E+07,0,0,3.29E+07,2.42E+07,2.22E+07,0,0,2.28E+07,3.71E+07,3.01E+07
TRUE,Empty,"39S ribosomal protein L48, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL48 PE=1 SV=2",Q96GC5,MRPL48,24 kDa,,0.36,2.7,[],unknown,0,0,3.03E+07,0,3.80E+07,0,0,0,9.65E+07,9.03E+07,1.09E+08,4.01E+07,6.53E+07,0,6.21E+07
TRUE,Empty,General vesicular transport factor p115 OS=Homo sapiens OX=9606 GN=USO1 PE=1 SV=2,O60763,USO1,108 kDa,,0.00038,11,"1st low, 2nd high",unknown,0,0,0,1.38E+07,0,3.32E+07,3.04E+07,3.95E+07,1.85E+07,2.47E+07,0,0,0,0,2.98E+07
TRUE,Empty,Ras-related protein R-Ras OS=Homo sapiens OX=9606 GN=RRAS PE=1 SV=1,P10301,RRAS,23 kDa,TRUE,0.3,0.2,[],unknown,0,0,4.46E+07,0,1.08E+08,0,0,0,2.97E+07,0,0,0,5.57E+07,3.36E+07,0
TRUE,Empty,ATP-dependent RNA helicase DDX51 OS=Homo sapiens OX=9606 GN=DDX51 PE=1 SV=3,Q8N8A6,DDX51,72 kDa,,0.48,4.2,[],unknown,0,6643800,0,0,0,2.76E+07,0,0,0,0,6.49E+07,0,3.49E+07,5.01E+07,0
TRUE,Empty,Methionine synthase reductase OS=Homo sapiens OX=9606 GN=MTRR PE=1 SV=3,Q9UBK8,MTRR,80 kDa,,0.0042,8.5,"1st low, 2nd high",unknown,0,5.15E+07,0,0,0,1.33E+08,8.83E+07,1.12E+08,6.38E+07,4.00E+07,0,0,0,1.59E+07,0
TRUE,Empty,Cytosolic Fe-S cluster assembly factor NUBP2 OS=Homo sapiens OX=9606 GN=NUBP2 PE=1 SV=1,Q9Y5Y2,NUBP2,29 kDa,,0.64,0.6,[],unknown,0,0,2.28E+07,0,4.94E+07,0,0,0,4.10E+07,0,8.74E+07,0,1.80E+08,1.39E+08,0
TRUE,Empty,"28S ribosomal protein S31, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS31 PE=1 SV=3",Q92665,MRPS31,45 kDa,,0.17,INF,[],unknown,0,0,0,0,0,0,0,0,2.02E+07,3.73E+07,2.00E+07,0,2.35E+07,3.05E+07,0
TRUE,Empty,Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3,P04040,CAT,60 kDa,,0.79,1.5,[],unknown,0,0,0,0,1.04E+07,0,0,0,0,1.56E+07,4.70E+07,0,4.83E+07,0,7.41E+07
TRUE,Empty,Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=2,P35249,RFC4,40 kDa,,0.15,4.1,[],unknown,0,0,0,0,4.30E+07,2.80E+07,4.42E+07,8.40E+07,0,1.82E+07,7.11E+07,0,0,0,0
TRUE,Empty,Focal adhesion kinase 1 OS=Homo sapiens OX=9606 GN=PTK2 PE=1 SV=2,Q05397,PTK2,119 kDa,,0.42,2.6,[],unknown,0,0,0,0,1.99E+07,0,0,2.48E+07,0,2.68E+07,4.97E+07,2.10E+07,0,3.94E+07,0
TRUE,Empty,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Homo sapiens OX=9606 GN=PIP4K2C PE=1 SV=3,Q8TBX8,PIP4K2C,47 kDa,,0.15,INF,[],unknown,0,0,0,0,0,6.18E+07,0,4.70E+07,0,0,1.04E+08,0,3.11E+07,0,0
TRUE,Empty,Protein virilizer homolog OS=Homo sapiens OX=9606 GN=VIRMA PE=1 SV=2,Q69YN4,VIRMA,202 kDa,,0.33,4,[],unknown,0,0,0,0,9444200,1.19E+07,0,0,0,2.55E+07,2.36E+07,0,1.35E+07,6846800,0
TRUE,Empty,Protein wntless homolog OS=Homo sapiens OX=9606 GN=WLS PE=1 SV=2,Q5T9L3,WLS,62 kDa,,0.35,0,[],unknown,0,1.80E+07,0,0,0,0,0,0,0,0,3.11E+07,0,4.36E+07,9.91E+07,0
TRUE,Empty,"Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase OS=Homo sapiens OX=9606 GN=ALG8 PE=1 SV=2",Q9BVK2,ALG8,60 kDa,,1,INF,[],unknown,0,0,0,0,0,0,0,0,0,0,0,0,7.27E+07,2.49E+07,0
TRUE,Empty,Transducin-like enhancer protein 3 OS=Homo sapiens OX=9606 GN=TLE3 PE=1 SV=2,Q04726,TLE3,83 kDa,,0.6,0.6,[],unknown,3.33E+07,0,2.04E+07,0,1.27E+07,8305500,0,3.33E+07,0,0,1.27E+07,0,0,0,7.52E+07
TRUE,Empty,Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1,P04004,VTN,54 kDa,,0.54,1.5,[],unknown,2.59E+07,1.72E+07,3.73E+07,0,6.79E+07,1.10E+08,0,0,5.61E+07,5.81E+07,4.87E+07,0,7.58E+07,9.82E+07,0
TRUE,Empty,AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=2,O00170,AIP,38 kDa,,0.46,0.6,[],unknown,0,6.77E+07,5.30E+07,5.16E+07,7.52E+07,3.00E+07,0,0,0,1.16E+08,1.08E+08,6.64E+07,6.17E+07,0,6.12E+07
TRUE,Empty,Ataxin-2 OS=Homo sapiens OX=9606 GN=ATXN2 PE=1 SV=2,Q99700,ATXN2,140 kDa,,0.48,1.6,[],unknown,1.31E+07,1.68E+07,0,2.17E+07,1.24E+07,0,0,2.42E+07,2.55E+07,5.21E+07,0,0,1.60E+07,2.03E+07,3.19E+07
TRUE,Empty,"CCA tRNA nucleotidyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=TRNT1 PE=1 SV=2",Q96Q11,TRNT1,50 kDa,,0.54,1.6,[],unknown,0,6876500,0,0,1.87E+07,1.29E+07,0,0,1.21E+07,1.66E+07,3.39E+07,1.90E+07,4.14E+07,2.97E+07,2.24E+07
TRUE,Empty,Mediator of RNA polymerase II transcription subunit 16 OS=Homo sapiens OX=9606 GN=MED16 PE=1 SV=2,Q9Y2X0,MED16,97 kDa,,0.59,1.5,[],unknown,2.00E+07,0,0,0,1.52E+07,1.47E+07,1.48E+07,2.38E+07,0,0,1.38E+07,0,3.61E+07,6.48E+07,2.66E+07
TRUE,Empty,Probable cytosolic iron-sulfur protein assembly protein CIAO1 OS=Homo sapiens OX=9606 GN=CIAO1 PE=1 SV=1,O76071,CIAO1,38 kDa,,0.031,5.9,"1st low, 2nd high",unknown,0,0,0,0,2.54E+07,3.57E+07,3.32E+07,4.96E+07,0,3.21E+07,2.62E+07,0,6.21E+07,3.79E+07,3.39E+07
TRUE,Empty,Chromatin assembly factor 1 subunit B OS=Homo sapiens OX=9606 GN=CHAF1B PE=1 SV=1,Q13112,CHAF1B,61 kDa,,< 0.00010,0,"1st high, 2nd low",unknown,4.00E+07,4.57E+07,5.46E+07,4.94E+07,2.99E+07,0,0,0,0,0,3.39E+07,0,3.89E+07,3.93E+07,7.35E+07
TRUE,Empty,Protein tyrosine phosphatase type IVA 1 OS=Homo sapiens OX=9606 GN=PTP4A1 PE=1 SV=2,Q93096,PTP4A1,20 kDa,,0.99,1,[],unknown,4.16E+07,0,4077400,4.37E+07,0,7119000,5.41E+07,0,2.93E+07,0,2.73E+07,2.23E+07,3.04E+07,0,0
TRUE,Empty,"39S ribosomal protein L44, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL44 PE=1 SV=1",Q9H9J2,MRPL44,38 kDa,,0.13,4.2,[],unknown,8504900,0,0,0,1.03E+07,1.99E+07,3.26E+07,0,2.67E+07,0,2.14E+07,0,2.13E+07,3.63E+07,0
TRUE,Empty,Serine/threonine-protein kinase Chk1 OS=Homo sapiens OX=9606 GN=CHEK1 PE=1 SV=2,O14757,CHEK1,54 kDa,,0.14,0.3,[],unknown,0,0,1.88E+07,2.47E+07,2.34E+07,0,0,1.09E+07,0,7185800,3.36E+07,2.25E+07,2.73E+07,0,0
TRUE,Empty,Integrin alpha-V OS=Homo sapiens OX=9606 GN=ITGAV PE=1 SV=2,P06756,ITGAV,116 kDa,,0.81,1.2,[],unknown,0,0,3.40E+07,3.13E+07,2.41E+07,0,4.26E+07,4.01E+07,0,2.14E+07,0,0,1.42E+07,0,0
TRUE,Empty,Protein kinase C and casein kinase substrate in neurons protein 2 OS=Homo sapiens OX=9606 GN=PACSIN2 PE=1 SV=2,Q9UNF0,PACSIN2,56 kDa,,0.3,2.3,[],unknown,0,0,2.23E+07,1.45E+07,2.94E+07,0,0,4.57E+07,3.17E+07,7.57E+07,0,0,4.31E+07,0,0
TRUE,Empty,Protein DPCD OS=Homo sapiens OX=9606 GN=DPCD PE=1 SV=2,Q9BVM2,DPCD,23 kDa,,0.08,0,[],unknown,0,1.85E+07,0,5.11E+07,2.50E+07,0,0,0,0,0,0,0,7.46E+07,2.86E+07,3.68E+07
TRUE,Empty,Cytoskeleton-associated protein 5 OS=Homo sapiens OX=9606 GN=CKAP5 PE=1 SV=3,Q14008,CKAP5,226 kDa,,0.44,2.3,[],unknown,0,1.29E+07,1.63E+07,0,0,0,2.53E+07,0,4.21E+07,0,0,4.74E+07,0,6913500,6.92E+07
TRUE,Empty,Sigma intracellular receptor 2 OS=Homo sapiens OX=9606 GN=TMEM97 PE=1 SV=1,Q5BJF2,TMEM97,21 kDa,,0.35,0,[],unknown,1.35E+08,0,0,0,0,0,0,0,0,0,1.77E+08,0,3.13E+07,2.38E+08,1.71E+08
TRUE,Empty,U3 small nucleolar RNA-associated protein 6 homolog OS=Homo sapiens OX=9606 GN=UTP6 PE=2 SV=2,Q9NYH9,UTP6,70 kDa,,0.6,1.7,[],unknown,0,1.47E+07,0,0,1.41E+07,2.54E+07,0,2.23E+07,0,0,3.68E+07,0,5.41E+07,0,2.54E+07
TRUE,Empty,Targeting protein for Xklp2 OS=Homo sapiens OX=9606 GN=TPX2 PE=1 SV=2,Q9ULW0,TPX2,86 kDa,,0.16,4.1,[],unknown,0,0,0,0,2.82E+07,4.26E+07,0,4.56E+07,0,2.85E+07,5.13E+07,0,0,3.94E+07,0
TRUE,Empty,2-iminobutanoate/2-iminopropanoate deaminase OS=Homo sapiens OX=9606 GN=RIDA PE=1 SV=1,P52758,RIDA,14 kDa,,0.00032,31,"1st low, 2nd high",unknown,0,1.05E+07,0,0,0,6.58E+07,8.94E+07,5.41E+07,3.33E+07,8.55E+07,0,0,0,4.42E+07,3.26E+07
TRUE,Empty,Small acidic protein OS=Homo sapiens OX=9606 GN=SMAP PE=1 SV=1,O00193,SMAP,20 kDa,,0.35,INF,[],unknown,0,0,0,0,0,0,2.46E+07,0,0,0,4.96E+07,7.85E+07,0,0,7.44E+07
TRUE,Empty,U3 small nucleolar ribonucleoprotein protein IMP3 OS=Homo sapiens OX=9606 GN=IMP3 PE=1 SV=1,Q9NV31,IMP3,22 kDa,,0.14,INF,[],unknown,0,0,0,0,0,3.79E+07,0,0,3.12E+07,0,1.23E+07,0,3.58E+07,4.13E+07,3.09E+07
TRUE,Empty,MICOS complex subunit MIC19 OS=Homo sapiens OX=9606 GN=CHCHD3 PE=1 SV=1,Q9NX63,CHCHD3,26 kDa,,0.2,4,[],unknown,0,0,0,0,7.18E+07,4.56E+07,0,1.35E+08,0,1.08E+08,0,4.89E+07,0,2.54E+07,1.70E+08
TRUE,Empty,Growth hormone-inducible transmembrane protein OS=Homo sapiens OX=9606 GN=GHITM PE=1 SV=2,Q9H3K2,GHITM,37 kDa,,0.28,2.8,[],unknown,0,0,0,0,3.90E+07,2.63E+07,0,4.28E+07,0,4.07E+07,0,0,0,1.44E+08,0
TRUE,Empty,Tyrosine-protein phosphatase non-receptor type 2 OS=Homo sapiens OX=9606 GN=PTPN2 PE=1 SV=2,P17706,PTPN2,48 kDa,,0.88,1.2,[],unknown,0,0,0,3.67E+07,2.13E+07,2.21E+07,0,0,0,4.48E+07,0,9393500,0,4.69E+07,2.07E+07
TRUE,Empty,Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens OX=9606 GN=P4HA1 PE=1 SV=2,P13674,P4HA1,61 kDa,,0.21,2.9,[],unknown,0,0,1.16E+07,0,2.69E+07,0,4.23E+07,3.19E+07,0,3.76E+07,0,0,0,0,2.20E+07
TRUE,Empty,"ATP-binding cassette sub-family B member 7, mitochondrial OS=Homo sapiens OX=9606 GN=ABCB7 PE=1 SV=2",O75027,ABCB7,83 kDa,,0.58,1.9,[],unknown,0,0,0,0,2.77E+07,0,2.43E+07,2.82E+07,0,0,0,0,9.52E+07,1.17E+08,0
TRUE,Empty,La-related protein 1 OS=Homo sapiens OX=9606 GN=LARP1 PE=1 SV=2,Q6PKG0,LARP1,124 kDa,,0.14,INF,[],unknown,0,0,0,0,0,0,5.84E+07,0,5.70E+07,0,1.16E+08,3.60E+07,0,0,0
TRUE,Empty,Nucleolar protein 12 OS=Homo sapiens OX=9606 GN=NOL12 PE=1 SV=1,Q9UGY1,NOL12,25 kDa,TRUE,0.28,5.3,[],unknown,2.29E+07,0,0,0,0,8.12E+07,0,4.00E+07,0,0,1.56E+08,2.94E+07,5.10E+07,0,0
TRUE,Empty,SURP and G-patch domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUGP2 PE=1 SV=2,Q8IX01,SUGP2,120 kDa,,0.78,1.5,[],unknown,0,0,0,0,2.00E+07,0,0,0,0,3.03E+07,3.40E+07,1.63E+07,2.52E+07,3.89E+07,0
TRUE,Empty,"Glutaminase kidney isoform, mitochondrial OS=Homo sapiens OX=9606 GN=GLS PE=1 SV=1",O94925,GLS,73 kDa,,0.083,INF,[],unknown,0,0,0,0,0,2.92E+07,1.94E+07,0,1.97E+08,1.30E+08,0,0,0,0,2.63E+07
TRUE,Empty,"Sulfide:quinone oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=SQOR PE=1 SV=1",Q9Y6N5,SQOR,50 kDa,,0.3,2.9,[],unknown,4.50E+07,0,0,0,0,2.69E+07,3.57E+07,0,6.99E+07,0,0,0,0,0,0
TRUE,Empty,Transmembrane protein 209 OS=Homo sapiens OX=9606 GN=TMEM209 PE=1 SV=2,Q96SK2,TMEM209,63 kDa,,0.48,4.1,[],unknown,0,0,0,0,2.02E+07,0,0,0,0,8.34E+07,0,0,3.80E+07,7.12E+07,0
TRUE,Empty,Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens OX=9606 GN=LRRFIP1 PE=1 SV=2,Q32MZ4,LRRFIP1,89 kDa,,0.2,INF,[],unknown,0,0,0,0,0,0,0,0,3.01E+07,8.55E+07,0,3.00E+07,0,2.25E+07,0
TRUE,Empty,General transcription factor 3C polypeptide 5 OS=Homo sapiens OX=9606 GN=GTF3C5 PE=1 SV=2,Q9Y5Q8,GTF3C5,60 kDa,,0.74,1.7,[],unknown,0,0,0,0,1.35E+07,2.27E+07,0,0,0,0,0,0,0,4.75E+07,2.64E+07
TRUE,Empty,Separin OS=Homo sapiens OX=9606 GN=ESPL1 PE=1 SV=3,Q14674,ESPL1,233 kDa,,0.35,INF,[],unknown,0,0,0,0,0,0,0,0,3.88E+07,0,0,6747400,0,4.51E+07,0
TRUE,Empty,HEAT repeat-containing protein 5A OS=Homo sapiens OX=9606 GN=HEATR5A PE=1 SV=2,Q86XA9,HEATR5A,222 kDa,,0.46,4.9,[],unknown,0,9146500,0,0,0,0,0,0,4.52E+07,0,0,0,0,9.03E+07,2.44E+07
TRUE,Empty,Peroxisomal acyl-coenzyme A oxidase 1 OS=Homo sapiens OX=9606 GN=ACOX1 PE=1 SV=3,Q15067,ACOX1,74 kDa,,0.11,INF,[],unknown,0,0,0,0,0,9.01E+07,0,0,1.18E+07,6.01E+07,0,0,0,3.73E+07,0
TRUE,Empty,Ras-related protein Rap-2c OS=Homo sapiens OX=9606 GN=RAP2C PE=1 SV=1,Q9Y3L5,RAP2C,21 kDa,TRUE,0.63,1.8,[],unknown,0,0,1.96E+07,0,0,2.52E+07,0,0,1.01E+07,0,0,0,0,4955000,0
TRUE,Empty,ER lumen protein-retaining receptor 1 OS=Homo sapiens OX=9606 GN=KDELR1 PE=1 SV=1,P24390,KDELR1,25 kDa,,0.063,0.05,[],unknown,3.03E+07,1.65E+07,1.11E+08,1.03E+08,0,0,0,1.20E+07,0,0,2.96E+07,0,4.97E+07,0,3.93E+07
TRUE,Empty,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Homo sapiens OX=9606 GN=NUCKS1 PE=1 SV=1,Q9H1E3,NUCKS1,27 kDa,,0.00038,7.9,"1st low, 2nd high",unknown,0,0,3.94E+07,5.06E+07,0,1.02E+08,2.05E+08,1.52E+08,1.15E+08,1.36E+08,9.01E+07,6.91E+07,0,0,0
TRUE,Empty,MOB kinase activator 1B OS=Homo sapiens OX=9606 GN=MOB1B PE=1 SV=3,Q7L9L4 (+1),MOB1B,25 kDa,,0.4,2.6,[],unknown,0,0,4.24E+07,0,0,8459600,3.74E+07,0,0,6.53E+07,0,0,1.47E+07,0,0
TRUE,Empty,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 OS=Homo sapiens OX=9606 GN=SMARCAL1 PE=1 SV=1,Q9NZC9,SMARCAL1,106 kDa,,0.14,INF,[],unknown,0,0,0,0,0,0,0,9240600,9409600,0,1.29E+07,1.63E+07,1.33E+07,2.45E+07,0
TRUE,Empty,Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PDXDC1 PE=1 SV=2,Q6P996,PDXDC1,87 kDa,,0.29,0,[],unknown,0,0,2.41E+08,0,2.69E+07,0,0,0,0,0,0,2.76E+07,4.07E+07,3.99E+07,6.97E+07
TRUE,Empty,Retinol dehydrogenase 13 OS=Homo sapiens OX=9606 GN=RDH13 PE=1 SV=2,Q8NBN7,RDH13,36 kDa,,0.34,2.1,[],unknown,0,1.17E+07,0,0,1.70E+07,0,2.12E+07,2.20E+07,1.67E+07,0,0,0,2.52E+07,5.81E+07,2.63E+07
TRUE,Empty,Mitochondrial pyruvate carrier 2 OS=Homo sapiens OX=9606 GN=MPC2 PE=1 SV=1,O95563,MPC2,14 kDa,,0.84,1.2,[],unknown,0,2.82E+07,0,0,6.68E+07,4.04E+07,0,0,3.56E+07,3.58E+07,4.48E+07,0,9.28E+07,5.52E+07,0
TRUE,Empty,Glia maturation factor beta OS=Homo sapiens OX=9606 GN=GMFB PE=1 SV=2,P60983,GMFB,17 kDa,,0.029,6.8,"1st low, 2nd high",unknown,2.94E+07,0,0,0,0,4.38E+07,4.05E+07,4.45E+07,7.12E+07,0,0,0,7.06E+07,0,4.36E+07
TRUE,Empty,Dermcidin OS=Homo sapiens OX=9606 GN=DCD PE=1 SV=2,P81605,DCD,11 kDa,,0.28,0.2,[],unknown,0,7.60E+07,1.53E+08,0,0,0,3.20E+07,0,0,1.63E+07,0,1.04E+08,4.52E+07,0,4.92E+07
TRUE,Empty,Exosome complex component CSL4 OS=Homo sapiens OX=9606 GN=EXOSC1 PE=1 SV=1,Q9Y3B2,EXOSC1,21 kDa,,0.39,0.4,[],unknown,0,4.60E+07,3.08E+07,0,3.03E+07,0,4.76E+07,0,0,0,0,0,5.69E+07,1.92E+07,6.46E+07
TRUE,Empty,Pre-mRNA 3'-end-processing factor FIP1 OS=Homo sapiens OX=9606 GN=FIP1L1 PE=1 SV=1,Q6UN15,FIP1L1,67 kDa,,0.26,2.5,[],unknown,0,0,0,1.94E+07,1.17E+07,0,0,3.19E+07,2.08E+07,2.57E+07,1.38E+08,0,3.67E+07,0,9.15E+07
TRUE,Empty,Palmitoyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=PPT1 PE=1 SV=1,P50897,PPT1,34 kDa,,0.0099,7.4,"1st low, 2nd high",unknown,1.32E+07,0,1.57E+07,0,0,7.96E+07,3.56E+07,4.24E+07,4.20E+07,1.50E+07,0,0,3.25E+07,0,0
