Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,A13: Area,B13: Area,C13: Area,D13: Area,E13: Area,F13: Area,G13: Area,H13: Area,I13: Area,J13: Area,K13: Area,L13: Area,M13: Area,N13: Area,O13: Area,Score A10,Coverage A10,# Peptides A10,# PSM A10,Score B10,Coverage B10,# Peptides B10,# PSM B10,Score C10,Coverage C10,# Peptides C10,# PSM C10,Score D10,Coverage D10,# Peptides D10,# PSM D10,Score E10,Coverage E10,# Peptides E10,# PSM E10,Score F10,Coverage F10,# Peptides F10,# PSM F10,Score G10,Coverage G10,# Peptides G10,# PSM G10,Score H10,Coverage H10,# Peptides H10,# PSM H10,Score I10,Coverage I10,# Peptides I10,# PSM I10,Score J10,Coverage J10,# Peptides J10,# PSM J10,Score K10,Coverage K10,# Peptides K10,# PSM K10,Score L10,Coverage L10,# Peptides L10,# PSM L10,Score M10,Coverage M10,# Peptides M10,# PSM M10,Score N10,Coverage N10,# Peptides N10,# PSM N10,Score O10,Coverage O10,# Peptides O10,# PSM O10,# AAs,MW [kDa],calc. pI
O75376,Nuclear receptor corepressor 1 OS=Homo sapiens OX=9606 GN=NCOR1 PE=1 SV=2 - [NCOR1_HUMAN],2.46,1,5,5,9,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,9.194E5,0.000E0,0.000E0,6.929E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,6.542E5,,,,,,,,,,,,,,,,,,,,,7.54 ,0.98,2,2,,,,,,,,,13.37 ,2.01,4,4,,,,,,,,,,,,,,,,,,,,,9.31 ,1.43,3,3,2440,270.0,7.11
Q9NUQ3,Gamma-taxilin OS=Homo sapiens OX=9606 GN=TXLNG PE=1 SV=2 - [TXLNG_HUMAN],2.46,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.117E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59 ,2.46,1,1,,,,,,,,,,,,,,,,,528,60.5,7.52
Q13227,G protein pathway suppressor 2 OS=Homo sapiens OX=9606 GN=GPS2 PE=1 SV=3 - [GPS2_HUMAN],2.45,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,8.967E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,2.99 ,2.45,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,36.7,9.52
Q99961,Endophilin-A2 OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=1 - [SH3G1_HUMAN],2.45,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.742E6,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.80 ,2.45,1,1,,,,,,,,,368,41.5,5.43
O60256,Phosphoribosyl pyrophosphate synthase-associated protein 2 OS=Homo sapiens OX=9606 GN=PRPSAP2 PE=1 SV=1 - [KPRB_HUMAN],2.44,1,1,1,10,0.000E0,0.000E0,1.172E6,0.000E0,3.422E5,0.000E0,1.889E6,6.282E5,1.042E6,0.000E0,3.019E6,1.716E6,0.000E0,8.989E5,6.550E5,,,,,,,,,3.51 ,2.44,1,1,,,,,2.30 ,2.44,1,1,,,,,3.15 ,2.44,1,1,2.68 ,2.44,1,1,2.75 ,2.44,1,1,2.38 ,2.44,1,1,2.61 ,2.44,1,1,2.58 ,2.44,1,1,,,,,2.85 ,2.44,1,1,2.43 ,2.44,1,1,369,40.9,7.44
P41240,Tyrosine-protein kinase CSK OS=Homo sapiens OX=9606 GN=CSK PE=1 SV=1 - [CSK_HUMAN],2.44,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.528E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,3.60 ,2.44,1,1,,,,,,,,,,,,,,,,,2.52 ,2.44,1,1,,,,,,,,,,,,,,,,,450,50.7,7.06
Q9H0V1,Transmembrane protein 168 OS=Homo sapiens OX=9606 GN=TMEM168 PE=2 SV=2 - [TM168_HUMAN],2.44,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,3.79 ,2.44,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697,79.7,8.03
Q9NY33,Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1 SV=2 - [DPP3_HUMAN],2.44,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.506E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58 ,2.44,1,1,,,,,,,,,,,,,,,,,737,82.5,5.10
Q6IQ49,Replication stress response regulator SDE2 OS=Homo sapiens OX=9606 GN=SDE2 PE=1 SV=1 - [SDE2_HUMAN],2.44,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87 ,2.44,1,1,,,,,,,,,,,,,,,,,451,49.7,6.05
Q9H4L7,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 OS=Homo sapiens OX=9606 GN=SMARCAD1 PE=1 SV=2 - [SMRCD_HUMAN],2.44,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,9.858E5,2.178E5,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17 ,1.36,1,1,2.28 ,1.07,1,1,,,,,,,,,,,,,1026,117.3,5.55
O43304,SEC14-like protein 5 OS=Homo sapiens OX=9606 GN=SEC14L5 PE=1 SV=3 - [S14L5_HUMAN],2.44,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,7.232E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18 ,2.44,1,1,696,78.9,6.54
Q12959,Disks large homolog 1 OS=Homo sapiens OX=9606 GN=DLG1 PE=1 SV=2 - [DLG1_HUMAN],2.43,1,2,2,3,0.000E0,0.000E0,0.000E0,1.332E6,0.000E0,0.000E0,1.195E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.602E6,0.000E0,0.000E0,,,,,,,,,,,,,3.00 ,1.33,1,1,,,,,,,,,3.19 ,1.33,1,1,,,,,,,,,,,,,,,,,,,,,2.98 ,1.11,1,1,,,,,,,,,904,100.4,5.76
Q5JQC4,Cancer/testis antigen 47A OS=Homo sapiens OX=9606 GN=CT47A1 PE=2 SV=1 - [CT47A_HUMAN],2.43,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,6.515E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,2.14 ,2.43,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,30.1,4.25
Q8ND04,Protein SMG8 OS=Homo sapiens OX=9606 GN=SMG8 PE=1 SV=1 - [SMG8_HUMAN],2.42,1,1,1,3,0.000E0,3.772E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,8.538E5,5.893E5,0.000E0,0.000E0,0.000E0,,,,,2.41 ,2.42,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81 ,2.42,1,1,3.58 ,2.42,1,1,,,,,,,,,,,,,991,109.6,7.68
O00534,von Willebrand factor A domain-containing protein 5A OS=Homo sapiens OX=9606 GN=VWA5A PE=2 SV=2 - [VMA5A_HUMAN],2.42,1,2,2,3,0.000E0,0.000E0,0.000E0,4.116E5,0.000E0,0.000E0,4.951E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.225E6,,,,,,,,,,,,,1.90 ,0.89,1,1,,,,,,,,,3.09 ,1.53,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75 ,1.53,1,1,786,86.4,6.58
Q16610,Extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=ECM1 PE=1 SV=2 - [ECM1_HUMAN],2.41,1,1,1,8,1.818E5,4.944E5,0.000E0,2.458E6,0.000E0,2.171E6,0.000E0,0.000E0,3.119E5,0.000E0,0.000E0,0.000E0,0.000E0,2.791E5,6.540E5,3.83 ,2.41,1,1,3.94 ,2.41,1,1,,,,,3.90 ,2.41,1,1,,,,,4.83 ,2.41,1,1,,,,,,,,,4.07 ,2.41,1,1,,,,,2.51 ,2.41,1,1,,,,,,,,,4.06 ,2.41,1,1,4.21 ,2.41,1,1,540,60.6,6.71
Q6NT16,MFS-type transporter SLC18B1 OS=Homo sapiens OX=9606 GN=SLC18B1 PE=1 SV=1 - [S18B1_HUMAN],2.41,1,1,1,7,2.265E5,0.000E0,0.000E0,7.865E5,0.000E0,0.000E0,0.000E0,0.000E0,4.124E5,7.039E5,0.000E0,6.242E5,7.509E5,0.000E0,2.205E5,2.88 ,2.41,1,1,,,,,,,,,3.02 ,2.41,1,1,,,,,,,,,,,,,,,,,3.02 ,2.41,1,1,3.16 ,2.41,1,1,,,,,3.54 ,2.41,1,1,3.62 ,2.41,1,1,,,,,2.79 ,2.41,1,1,456,48.8,5.22
A1X283,SH3 and PX domain-containing protein 2B OS=Homo sapiens OX=9606 GN=SH3PXD2B PE=1 SV=3 - [SPD2B_HUMAN],2.41,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.731E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.800E5,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,2.80 ,0.99,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3.36 ,1.43,1,1,,,,,,,,,911,101.5,8.69
Q9NVM9,Integrator complex subunit 13 OS=Homo sapiens OX=9606 GN=INTS13 PE=1 SV=2 - [INT13_HUMAN],2.41,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.560E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.548E6,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,2.55 ,1.27,1,1,,,,,,,,,,,,,,,,,,,,,2.02 ,1.13,1,1,,,,,,,,,,,,,706,80.2,6.70
Q9Y6N8,Cadherin-10 OS=Homo sapiens OX=9606 GN=CDH10 PE=1 SV=2 - [CAD10_HUMAN],2.41,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,7.806E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67 ,2.41,1,1,,,,,,,,,,,,,,,,,788,88.4,4.98
Q8WZA9,Immunity-related GTPase family Q protein OS=Homo sapiens OX=9606 GN=IRGQ PE=1 SV=1 - [IRGQ_HUMAN],2.41,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65 ,2.41,1,1,,,,,,,,,,,,,,,,,623,62.7,4.88
Q9HCE5,N6-adenosine-methyltransferase non-catalytic subunit OS=Homo sapiens OX=9606 GN=METTL14 PE=1 SV=2 - [MET14_HUMAN],2.41,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.277E6,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02 ,2.41,1,1,,,,,,,,,,,,,456,52.1,6.21
Q9C0C9,(E3-independent) E2 ubiquitin-conjugating enzyme OS=Homo sapiens OX=9606 GN=UBE2O PE=1 SV=3 - [UBE2O_HUMAN],2.40,1,3,3,10,1.342E5,4.596E5,6.607E5,0.000E0,0.000E0,0.000E0,0.000E0,3.619E5,3.875E5,0.000E0,1.422E6,0.000E0,4.501E5,0.000E0,1.359E6,2.38 ,0.93,1,1,2.86 ,0.93,1,1,2.66 ,0.93,1,1,,,,,,,,,,,,,,,,,0.00 ,0.93,1,1,2.92 ,0.93,1,1,,,,,7.07 ,1.70,2,2,,,,,2.97 ,0.93,1,1,,,,,4.57 ,1.63,2,2,1292,141.2,5.12
Q14573,"Inositol 1,4,5-trisphosphate receptor type 3 OS=Homo sapiens OX=9606 GN=ITPR3 PE=1 SV=2 - [ITPR3_HUMAN]",2.40,1,6,6,15,2.411E5,7.775E5,0.000E0,9.058E5,0.000E0,0.000E0,0.000E0,3.579E5,0.000E0,0.000E0,1.578E6,1.407E6,1.194E6,1.042E6,0.000E0,2.82 ,0.49,1,1,1.65 ,0.34,1,1,,,,,3.60 ,0.49,1,1,,,,,,,,,,,,,2.47 ,0.26,1,1,,,,,2.65 ,0.30,1,1,10.68 ,1.50,3,3,11.16 ,1.50,3,3,3.03 ,0.49,1,1,8.49 ,0.60,2,3,,,,,2671,303.9,6.48
Q8N8A6,ATP-dependent RNA helicase DDX51 OS=Homo sapiens OX=9606 GN=DDX51 PE=1 SV=3 - [DDX51_HUMAN],2.40,1,1,1,9,0.000E0,4.279E5,1.043E6,4.440E5,0.000E0,6.842E5,0.000E0,2.698E5,5.959E5,0.000E0,1.295E6,0.000E0,3.622E5,0.000E0,0.000E0,,,,,2.67 ,2.40,1,1,3.74 ,2.40,1,1,3.50 ,2.40,1,1,,,,,3.32 ,2.40,1,1,,,,,2.25 ,2.40,1,1,3.51 ,2.40,1,1,,,,,2.96 ,2.40,1,1,3.54 ,2.40,1,1,2.98 ,2.40,1,1,,,,,,,,,666,72.4,8.16
P48380,Transcription factor RFX3 OS=Homo sapiens OX=9606 GN=RFX3 PE=1 SV=2 - [RFX3_HUMAN],2.40,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.80 ,2.40,1,1,,,,,,,,,,,,,749,83.5,6.00
Q6KC79,Nipped-B-like protein OS=Homo sapiens OX=9606 GN=NIPBL PE=1 SV=2 - [NIPBL_HUMAN],2.39,1,5,5,7,0.000E0,0.000E0,4.217E5,0.000E0,0.000E0,1.031E7,0.000E0,0.000E0,8.231E5,0.000E0,9.407E5,4.337E5,0.000E0,0.000E0,6.966E5,,,,,,,,,2.61 ,0.39,1,1,,,,,,,,,2.74 ,0.39,1,1,,,,,,,,,5.66 ,1.18,2,2,,,,,3.74 ,0.53,1,1,3.10 ,0.43,1,1,,,,,,,,,2.03 ,0.25,1,1,2804,315.9,7.91
Q9NRZ9,Lymphoid-specific helicase OS=Homo sapiens OX=9606 GN=HELLS PE=1 SV=1 - [HELLS_HUMAN],2.39,1,2,2,5,0.000E0,0.000E0,1.031E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,9.145E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,3.16 ,1.19,1,1,,,,,,,,,,,,,,,,,,,,,3.61 ,1.19,1,1,,,,,2.43 ,1.19,1,1,,,,,,,,,3.28 ,1.19,1,1,2.92 ,1.19,1,1,838,97.0,7.93
Q9Y276,Mitochondrial chaperone BCS1 OS=Homo sapiens OX=9606 GN=BCS1L PE=1 SV=1 - [BCS1_HUMAN],2.39,1,1,1,3,0.000E0,0.000E0,1.878E6,0.000E0,0.000E0,0.000E0,0.000E0,2.543E5,7.501E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,3.25 ,2.39,1,1,,,,,,,,,,,,,,,,,3.03 ,2.39,1,1,3.54 ,2.39,1,1,,,,,,,,,,,,,,,,,,,,,,,,,419,47.5,8.50
Q9NWN3,F-box only protein 34 OS=Homo sapiens OX=9606 GN=FBXO34 PE=1 SV=2 - [FBX34_HUMAN],2.39,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.649E5,0.000E0,0.000E0,4.344E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,0.00 ,0.98,1,1,,,,,,,,,2.43 ,1.41,1,1,,,,,,,,,,,,,,,,,,,,,,,,,711,78.7,8.00
P57737,Coronin-7 OS=Homo sapiens OX=9606 GN=CORO7 PE=1 SV=2 - [CORO7_HUMAN],2.38,1,2,2,4,0.000E0,4.125E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.214E5,7.191E5,0.000E0,0.000E0,0.000E0,0.000E0,3.536E5,,,,,2.60 ,1.41,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2.94 ,1.41,1,1,3.07 ,0.97,1,1,,,,,,,,,,,,,,,,,3.46 ,1.41,1,1,925,100.5,5.80
Q86TX2,Acyl-coenzyme A thioesterase 1 OS=Homo sapiens OX=9606 GN=ACOT1 PE=1 SV=1 - [ACOT1_HUMAN],2.38,2,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,8.627E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,2.57 ,2.38,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,46.2,7.34
Q9UGP4,LIM domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMD1 PE=1 SV=1 - [LIMD1_HUMAN],2.37,1,1,1,8,5.753E5,0.000E0,8.085E5,8.576E5,0.000E0,7.705E5,9.153E5,0.000E0,4.569E5,7.815E5,0.000E0,0.000E0,1.259E6,0.000E0,0.000E0,4.16 ,2.37,1,1,,,,,3.36 ,2.37,1,1,3.44 ,2.37,1,1,,,,,4.31 ,2.37,1,1,3.71 ,2.37,1,1,,,,,3.33 ,2.37,1,1,3.27 ,2.37,1,1,,,,,,,,,4.66 ,2.37,1,1,,,,,,,,,676,72.1,6.65
Q9H300,"Presenilins-associated rhomboid-like protein, mitochondrial OS=Homo sapiens OX=9606 GN=PARL PE=1 SV=2 - [PARL_HUMAN]",2.37,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.042E6,0.000E0,0.000E0,0.000E0,1.888E6,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01 ,2.37,1,1,,,,,,,,,,,,,2.03 ,2.37,1,1,,,,,,,,,379,42.2,9.79
Q9H0X4,Protein FAM234A OS=Homo sapiens OX=9606 GN=FAM234A PE=1 SV=1 - [F234A_HUMAN],2.36,1,1,1,3,2.319E5,0.000E0,0.000E0,8.524E5,0.000E0,0.000E0,2.680E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.74 ,2.36,1,1,,,,,,,,,4.20 ,2.36,1,1,,,,,,,,,3.43 ,2.36,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,59.6,6.28
P14735,Insulin-degrading enzyme OS=Homo sapiens OX=9606 GN=IDE PE=1 SV=4 - [IDE_HUMAN],2.36,1,3,3,5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,6.688E5,4.936E5,0.000E0,0.000E0,0.000E0,3.118E6,0.000E0,4.265E5,0.000E0,2.015E5,,,,,,,,,,,,,,,,,,,,,3.22 ,0.79,1,1,2.85 ,0.88,1,1,,,,,,,,,,,,,2.19 ,0.69,1,1,,,,,2.42 ,0.88,1,1,,,,,0.00 ,0.79,1,1,1019,117.9,6.61
Q9Y316,Protein MEMO1 OS=Homo sapiens OX=9606 GN=MEMO1 PE=1 SV=1 - [MEMO1_HUMAN],2.36,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,2.44 ,2.36,1,1,,,,,,,,,,,,,,,,,2.11 ,2.36,1,1,,,,,,,,,,,,,,,,,297,33.7,7.14
Q8TD26,Chromodomain-helicase-DNA-binding protein 6 OS=Homo sapiens OX=9606 GN=CHD6 PE=1 SV=4 - [CHD6_HUMAN],2.36,1,4,4,7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,9.257E5,0.000E0,1.367E6,0.000E0,0.000E0,1.936E6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.20 ,1.18,2,2,,,,,6.24 ,1.10,2,2,5.91 ,1.25,2,2,,,,,3.95 ,0.59,1,1,2715,305.2,6.27
P08476,Inhibin beta A chain OS=Homo sapiens OX=9606 GN=INHBA PE=1 SV=2 - [INHBA_HUMAN],2.35,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.271E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,2.47 ,2.35,1,1,,,,,2.72 ,2.35,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,47.4,8.03
Q9UKZ1,CCR4-NOT transcription complex subunit 11 OS=Homo sapiens OX=9606 GN=CNOT11 PE=1 SV=1 - [CNO11_HUMAN],2.35,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.525E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06 ,2.35,1,1,,,,,,,,,,,,,,,,,510,55.2,6.40
Q9Y5Y0,Feline leukemia virus subgroup C receptor-related protein 1 OS=Homo sapiens OX=9606 GN=FLVCR1 PE=1 SV=1 - [FLVC1_HUMAN],2.34,1,1,1,4,1.523E6,0.000E0,0.000E0,2.795E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.287E6,0.000E0,0.000E0,4.228E6,0.000E0,0.000E0,2.72 ,2.34,1,1,,,,,,,,,3.26 ,2.34,1,1,,,,,,,,,,,,,,,,,,,,,2.40 ,2.34,1,1,,,,,,,,,2.27 ,2.34,1,1,,,,,,,,,555,59.8,5.97
Q6P1X5,Transcription initiation factor TFIID subunit 2 OS=Homo sapiens OX=9606 GN=TAF2 PE=1 SV=3 - [TAF2_HUMAN],2.34,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.097E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12 ,2.34,1,1,,,,,,,,,,,,,,,,,,,,,1199,136.9,8.19
P30414,NK-tumor recognition protein OS=Homo sapiens OX=9606 GN=NKTR PE=1 SV=2 - [NKTR_HUMAN],2.33,1,3,3,8,0.000E0,0.000E0,0.000E0,0.000E0,1.500E5,5.938E5,0.000E0,4.189E5,0.000E0,0.000E0,0.000E0,3.292E5,0.000E0,0.000E0,5.593E5,,,,,1.96 ,1.16,1,1,,,,,,,,,2.54 ,1.16,1,1,2.99 ,0.68,1,1,,,,,2.24 ,1.16,1,1,2.33 ,1.16,1,1,,,,,,,,,3.08 ,1.16,1,1,,,,,,,,,6.84 ,1.64,2,2,1462,165.6,9.99
Q9NUQ6,SPATS2-like protein OS=Homo sapiens OX=9606 GN=SPATS2L PE=1 SV=2 - [SPS2L_HUMAN],2.33,1,1,1,3,0.000E0,0.000E0,1.446E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,6.535E5,0.000E0,0.000E0,0.000E0,0.000E0,8.623E5,0.000E0,,,,,,,,,3.48 ,2.33,1,1,,,,,,,,,,,,,,,,,,,,,2.99 ,2.33,1,1,,,,,,,,,,,,,,,,,2.71 ,2.33,1,1,,,,,558,61.7,9.64
P17027,Zinc finger protein 23 OS=Homo sapiens OX=9606 GN=ZNF23 PE=1 SV=3 - [ZNF23_HUMAN],2.33,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.104E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,2.33,1,1,,,,,643,73.0,8.12
Q6P158,Putative ATP-dependent RNA helicase DHX57 OS=Homo sapiens OX=9606 GN=DHX57 PE=1 SV=2 - [DHX57_HUMAN],2.31,1,2,3,16,1.521E5,3.403E5,7.340E5,9.903E5,0.000E0,1.529E6,1.110E6,0.000E0,6.859E5,0.000E0,7.459E5,9.359E5,9.103E5,0.000E0,6.124E5,2.04 ,0.72,1,1,3.93 ,0.94,1,1,4.56 ,0.94,1,1,9.83 ,2.31,3,3,,,,,2.98 ,0.65,1,1,2.70 ,0.65,1,1,,,,,4.37 ,0.94,1,1,6.46 ,1.59,2,2,3.23 ,0.94,1,1,3.41 ,0.94,1,1,6.90 ,1.59,2,2,,,,,2.86 ,0.94,1,1,1386,155.5,7.71
P28838,Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3 PE=1 SV=3 - [AMPL_HUMAN],2.31,1,1,1,10,0.000E0,8.182E5,1.664E6,0.000E0,0.000E0,1.072E6,1.186E6,6.931E5,5.663E5,0.000E0,0.000E0,1.436E6,0.000E0,5.421E5,1.286E6,,,,,3.33 ,2.31,1,1,3.51 ,2.31,1,1,3.66 ,2.31,1,1,,,,,3.32 ,2.31,1,1,3.68 ,2.31,1,1,3.30 ,2.31,1,1,3.38 ,2.31,1,1,,,,,,,,,3.53 ,2.31,1,1,,,,,2.85 ,2.31,1,1,3.14 ,2.31,1,1,519,56.1,7.93
Q15654,Thyroid receptor-interacting protein 6 OS=Homo sapiens OX=9606 GN=TRIP6 PE=1 SV=3 - [TRIP6_HUMAN],2.31,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.866E5,0.000E0,0.000E0,1.775E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33 ,2.31,1,1,,,,,,,,,4.13 ,2.31,1,1,,,,,,,,,,,,,,,,,476,50.3,7.37
